Date,Order_ID,Dish_Name,Ingredient_Name,Quantity_Used,Unit,Stock_Available
2023-09-11,ORD-20230911-2407,Margherita Pizza,Tomato Sauce,0.2,liter,17.95
2023-09-11,ORD-20230911-2407,Margherita Pizza,Mozzarella Cheese,0.25,kg,9.9
2023-09-11,ORD-20230911-9548,Spaghetti Bolognese,Pasta,0.2,kg,13.4
2023-09-11,ORD-20230911-9548,Spaghetti Bolognese,Tomato Sauce,0.15,liter,17.8
2023-09-11,ORD-20230911-9548,Spaghetti Bolognese,Ground Beef,0.15,kg,28.8
2023-09-11,ORD-20230911-9548,Spaghetti Bolognese,Onion,0.05,kg,8.88
2023-09-11,ORD-20230911-7864,Caesar Salad,Lettuce,0.5,head,12.4
2023-09-11,ORD-20230911-7864,Caesar Salad,Tomatoes,0.2,kg,9.1
2023-09-11,ORD-20230911-7864,Caesar Salad,Mozzarella Cheese,0.05,kg,9.85
2023-09-11,ORD-20230911-2360,Margherita Pizza,Pizza Dough,1,ball,44
2023-09-11,ORD-20230911-2360,Margherita Pizza,Tomato Sauce,0.2,liter,17.6
2023-09-11,ORD-20230911-2360,Margherita Pizza,Mozzarella Cheese,0.25,kg,9.6
2023-09-12,ORD-20230912-4743,Pepperoni Pizza,Pizza Dough,1,ball,43
2023-09-12,ORD-20230912-4743,Pepperoni Pizza,Tomato Sauce,0.2,liter,17.4
2023-09-12,ORD-20230912-4743,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.4
2023-09-12,ORD-20230912-4743,Pepperoni Pizza,Pepperoni,0.1,kg,13.3
2023-09-12,ORD-20230912-9332,Cheeseburger,Burger Bun,1,piece,63
2023-09-12,ORD-20230912-9332,Cheeseburger,Burger Patty,1,piece,53
2023-09-12,ORD-20230912-9332,Cheeseburger,Mozzarella Cheese,0.05,kg,9.35
2023-09-12,ORD-20230912-9332,Cheeseburger,Lettuce,0.1,head,12.3
2023-09-12,ORD-20230912-9332,Cheeseburger,Tomatoes,0.05,kg,9.05
2023-09-12,ORD-20230912-9332,Cheeseburger,Onion,0.02,kg,8.86
2023-09-12,ORD-20230912-4497,Cheeseburger,Burger Bun,1,piece,62
2023-09-12,ORD-20230912-4497,Cheeseburger,Burger Patty,1,piece,52
2023-09-12,ORD-20230912-4497,Cheeseburger,Mozzarella Cheese,0.05,kg,9.3
2023-09-12,ORD-20230912-4497,Cheeseburger,Lettuce,0.1,head,12.2
2023-09-12,ORD-20230912-4497,Cheeseburger,Tomatoes,0.05,kg,9.0
2023-09-12,ORD-20230912-4497,Cheeseburger,Onion,0.02,kg,8.84
2023-09-12,ORD-20230912-7493,Pepperoni Pizza,Pizza Dough,1,ball,42
2023-09-12,ORD-20230912-7493,Pepperoni Pizza,Tomato Sauce,0.2,liter,17.2
2023-09-12,ORD-20230912-7493,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.1
2023-09-12,ORD-20230912-7493,Pepperoni Pizza,Pepperoni,0.1,kg,13.2
2023-09-12,ORD-20230912-6681,Caesar Salad,Lettuce,0.5,head,11.7
2023-09-12,ORD-20230912-6681,Caesar Salad,Tomatoes,0.2,kg,8.8
2023-09-12,ORD-20230912-6681,Caesar Salad,Mozzarella Cheese,0.05,kg,9.05
2023-09-12,ORD-20230912-6426,Spaghetti Bolognese,Pasta,0.2,kg,13.2
2023-09-12,ORD-20230912-6426,Spaghetti Bolognese,Tomato Sauce,0.15,liter,17.05
2023-09-12,ORD-20230912-6426,Spaghetti Bolognese,Ground Beef,0.15,kg,28.65
2023-09-12,ORD-20230912-6426,Spaghetti Bolognese,Onion,0.05,kg,8.79
2023-09-12,ORD-20230912-8523,Cheeseburger,Burger Bun,1,piece,61
2023-09-12,ORD-20230912-8523,Cheeseburger,Burger Patty,1,piece,51
2023-09-12,ORD-20230912-8523,Cheeseburger,Mozzarella Cheese,0.05,kg,9.0
2023-09-12,ORD-20230912-8523,Cheeseburger,Lettuce,0.1,head,11.6
2023-09-12,ORD-20230912-8523,Cheeseburger,Tomatoes,0.05,kg,8.75
2023-09-12,ORD-20230912-8523,Cheeseburger,Onion,0.02,kg,8.77
2023-09-12,ORD-20230912-9640,Pepperoni Pizza,Pizza Dough,1,ball,41
2023-09-12,ORD-20230912-9640,Pepperoni Pizza,Tomato Sauce,0.2,liter,16.85
2023-09-12,ORD-20230912-9640,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.8
2023-09-12,ORD-20230912-9640,Pepperoni Pizza,Pepperoni,0.1,kg,13.1
2023-09-12,ORD-20230912-7149,Caesar Salad,Lettuce,0.5,head,11.1
2023-09-12,ORD-20230912-7149,Caesar Salad,Tomatoes,0.2,kg,8.55
2023-09-12,ORD-20230912-7149,Caesar Salad,Mozzarella Cheese,0.05,kg,8.75
2023-09-12,ORD-20230912-1592,Spaghetti Bolognese,Pasta,0.2,kg,13.0
2023-09-12,ORD-20230912-1592,Spaghetti Bolognese,Tomato Sauce,0.15,liter,16.7
2023-09-12,ORD-20230912-1592,Spaghetti Bolognese,Ground Beef,0.15,kg,28.5
2023-09-12,ORD-20230912-1592,Spaghetti Bolognese,Onion,0.05,kg,8.72
2023-09-12,ORD-20230912-1722,Cheeseburger,Burger Bun,1,piece,60
2023-09-12,ORD-20230912-1722,Cheeseburger,Burger Patty,1,piece,50
2023-09-12,ORD-20230912-1722,Cheeseburger,Mozzarella Cheese,0.05,kg,8.7
2023-09-12,ORD-20230912-1722,Cheeseburger,Lettuce,0.1,head,11.0
2023-09-12,ORD-20230912-1722,Cheeseburger,Tomatoes,0.05,kg,8.5
2023-09-12,ORD-20230912-1722,Cheeseburger,Onion,0.02,kg,8.7
2023-09-12,ORD-20230912-5772,Pepperoni Pizza,Pizza Dough,1,ball,40
2023-09-12,ORD-20230912-5772,Pepperoni Pizza,Tomato Sauce,0.2,liter,16.5
2023-09-12,ORD-20230912-5772,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.5
2023-09-12,ORD-20230912-5772,Pepperoni Pizza,Pepperoni,0.1,kg,13.0
2023-09-12,ORD-20230912-6635,Caesar Salad,Lettuce,0.5,head,10.5
2023-09-12,ORD-20230912-6635,Caesar Salad,Tomatoes,0.2,kg,8.3
2023-09-12,ORD-20230912-6635,Caesar Salad,Mozzarella Cheese,0.05,kg,8.45
2023-09-12,ORD-20230912-4459,Spaghetti Bolognese,Pasta,0.2,kg,12.8
2023-09-12,ORD-20230912-4459,Spaghetti Bolognese,Tomato Sauce,0.15,liter,16.35
2023-09-12,ORD-20230912-4459,Spaghetti Bolognese,Ground Beef,0.15,kg,28.35
2023-09-12,ORD-20230912-4459,Spaghetti Bolognese,Onion,0.05,kg,8.65
2023-09-12,ORD-20230912-5502,Cheeseburger,Burger Bun,1,piece,59
2023-09-12,ORD-20230912-5502,Cheeseburger,Burger Patty,1,piece,49
2023-09-12,ORD-20230912-5502,Cheeseburger,Mozzarella Cheese,0.05,kg,8.4
2023-09-12,ORD-20230912-5502,Cheeseburger,Lettuce,0.1,head,10.4
2023-09-12,ORD-20230912-5502,Cheeseburger,Tomatoes,0.05,kg,8.25
2023-09-12,ORD-20230912-5502,Cheeseburger,Onion,0.02,kg,8.63
2023-09-12,ORD-20230912-8131,Cheeseburger,Burger Bun,1,piece,58
2023-09-12,ORD-20230912-8131,Cheeseburger,Burger Patty,1,piece,48
2023-09-12,ORD-20230912-8131,Cheeseburger,Mozzarella Cheese,0.05,kg,8.35
2023-09-12,ORD-20230912-8131,Cheeseburger,Lettuce,0.1,head,10.3
2023-09-12,ORD-20230912-8131,Cheeseburger,Tomatoes,0.05,kg,8.2
2023-09-12,ORD-20230912-8131,Cheeseburger,Onion,0.02,kg,8.61
2023-09-12,ORD-20230912-9536,Margherita Pizza,Pizza Dough,1,ball,39
2023-09-12,ORD-20230912-9536,Margherita Pizza,Tomato Sauce,0.2,liter,16.15
2023-09-12,ORD-20230912-9536,Margherita Pizza,Mozzarella Cheese,0.25,kg,8.1
2023-09-12,ORD-20230912-7375,Cheeseburger,Burger Bun,1,piece,57
2023-09-12,ORD-20230912-7375,Cheeseburger,Burger Patty,1,piece,47
2023-09-12,ORD-20230912-7375,Cheeseburger,Mozzarella Cheese,0.05,kg,8.05
2023-09-12,ORD-20230912-7375,Cheeseburger,Lettuce,0.1,head,10.2
2023-09-12,ORD-20230912-7375,Cheeseburger,Tomatoes,0.05,kg,8.15
2023-09-12,ORD-20230912-7375,Cheeseburger,Onion,0.02,kg,8.59
2023-09-12,ORD-20230912-3942,Pepperoni Pizza,Pizza Dough,1,ball,38
2023-09-12,ORD-20230912-3942,Pepperoni Pizza,Tomato Sauce,0.2,liter,15.95
2023-09-12,ORD-20230912-3942,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,7.85
2023-09-12,ORD-20230912-3942,Pepperoni Pizza,Pepperoni,0.1,kg,12.9
2023-09-12,ORD-20230912-5720,Spaghetti Bolognese,Pasta,0.2,kg,12.6
2023-09-12,ORD-20230912-5720,Spaghetti Bolognese,Tomato Sauce,0.15,liter,15.8
2023-09-12,ORD-20230912-5720,Spaghetti Bolognese,Ground Beef,0.15,kg,28.2
2023-09-12,ORD-20230912-5720,Spaghetti Bolognese,Onion,0.05,kg,8.54
2023-09-12,ORD-20230912-9283,Pepperoni Pizza,Pizza Dough,1,ball,37
2023-09-12,ORD-20230912-9283,Pepperoni Pizza,Tomato Sauce,0.2,liter,15.6
2023-09-12,ORD-20230912-9283,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,7.65
2023-09-12,ORD-20230912-9283,Pepperoni Pizza,Pepperoni,0.1,kg,12.8
2023-09-12,ORD-20230912-5531,Caesar Salad,Lettuce,0.5,head,9.7
2023-09-12,ORD-20230912-5531,Caesar Salad,Tomatoes,0.2,kg,7.95
2023-09-12,ORD-20230912-5531,Caesar Salad,Mozzarella Cheese,0.05,kg,7.6
2023-09-12,ORD-20230912-8299,Caesar Salad,Lettuce,0.5,head,9.2
2023-09-12,ORD-20230912-8299,Caesar Salad,Tomatoes,0.2,kg,7.75
2023-09-12,ORD-20230912-8299,Caesar Salad,Mozzarella Cheese,0.05,kg,7.55
2023-09-13,ORD-20230913-7378,Margherita Pizza,Pizza Dough,1,ball,36
2023-09-13,ORD-20230913-7378,Margherita Pizza,Tomato Sauce,0.2,liter,15.4
2023-09-13,ORD-20230913-7378,Margherita Pizza,Mozzarella Cheese,0.25,kg,7.3
2023-09-13,ORD-20230913-7855,Caesar Salad,Lettuce,0.5,head,38.7
2023-09-13,ORD-20230913-7855,Caesar Salad,Tomatoes,0.2,kg,7.55
2023-09-13,ORD-20230913-7855,Caesar Salad,Mozzarella Cheese,0.05,kg,7.25
2023-09-13,ORD-20230913-3423,Pepperoni Pizza,Pizza Dough,1,ball,35
2023-09-13,ORD-20230913-3423,Pepperoni Pizza,Tomato Sauce,0.2,liter,15.2
2023-09-13,ORD-20230913-3423,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,7.05
2023-09-13,ORD-20230913-3423,Pepperoni Pizza,Pepperoni,0.1,kg,12.7
2023-09-13,ORD-20230913-1130,Cheeseburger,Burger Bun,1,piece,56
2023-09-13,ORD-20230913-1130,Cheeseburger,Burger Patty,1,piece,46
2023-09-13,ORD-20230913-1130,Cheeseburger,Mozzarella Cheese,0.05,kg,7.0
2023-09-13,ORD-20230913-1130,Cheeseburger,Lettuce,0.1,head,38.6
2023-09-13,ORD-20230913-1130,Cheeseburger,Tomatoes,0.05,kg,7.5
2023-09-13,ORD-20230913-1130,Cheeseburger,Onion,0.02,kg,8.52
2023-09-13,ORD-20230913-2996,Margherita Pizza,Pizza Dough,1,ball,34
2023-09-13,ORD-20230913-2996,Margherita Pizza,Tomato Sauce,0.2,liter,15.0
2023-09-13,ORD-20230913-2996,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.75
2023-09-13,ORD-20230913-3957,Margherita Pizza,Pizza Dough,1,ball,33
2023-09-13,ORD-20230913-3957,Margherita Pizza,Tomato Sauce,0.2,liter,14.8
2023-09-13,ORD-20230913-3957,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.5
2023-09-13,ORD-20230913-1312,Margherita Pizza,Pizza Dough,1,ball,32
2023-09-13,ORD-20230913-1312,Margherita Pizza,Tomato Sauce,0.2,liter,14.6
2023-09-13,ORD-20230913-1312,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.25
2023-09-13,ORD-20230913-3564,Spaghetti Bolognese,Pasta,0.2,kg,12.4
2023-09-13,ORD-20230913-3564,Spaghetti Bolognese,Tomato Sauce,0.15,liter,14.45
2023-09-13,ORD-20230913-3564,Spaghetti Bolognese,Ground Beef,0.15,kg,28.05
2023-09-13,ORD-20230913-3564,Spaghetti Bolognese,Onion,0.05,kg,8.47
2023-09-13,ORD-20230913-3965,Caesar Salad,Lettuce,0.5,head,38.1
2023-09-13,ORD-20230913-3965,Caesar Salad,Tomatoes,0.2,kg,7.3
2023-09-13,ORD-20230913-3965,Caesar Salad,Mozzarella Cheese,0.05,kg,6.2
2023-09-13,ORD-20230913-2469,Margherita Pizza,Pizza Dough,1,ball,31
2023-09-13,ORD-20230913-2469,Margherita Pizza,Tomato Sauce,0.2,liter,14.25
2023-09-13,ORD-20230913-2469,Margherita Pizza,Mozzarella Cheese,0.25,kg,5.95
2023-09-13,ORD-20230913-6807,Caesar Salad,Lettuce,0.5,head,37.6
2023-09-13,ORD-20230913-6807,Caesar Salad,Tomatoes,0.2,kg,7.1
2023-09-13,ORD-20230913-6807,Caesar Salad,Mozzarella Cheese,0.05,kg,5.9
2023-09-13,ORD-20230913-8231,Caesar Salad,Lettuce,0.5,head,37.1
2023-09-13,ORD-20230913-8231,Caesar Salad,Tomatoes,0.2,kg,6.9
2023-09-13,ORD-20230913-8231,Caesar Salad,Mozzarella Cheese,0.05,kg,5.85
2023-09-13,ORD-20230913-9238,Cheeseburger,Burger Bun,1,piece,55
2023-09-13,ORD-20230913-9238,Cheeseburger,Burger Patty,1,piece,45
2023-09-13,ORD-20230913-9238,Cheeseburger,Mozzarella Cheese,0.05,kg,5.8
2023-09-13,ORD-20230913-9238,Cheeseburger,Lettuce,0.1,head,37.0
2023-09-13,ORD-20230913-9238,Cheeseburger,Tomatoes,0.05,kg,6.85
2023-09-13,ORD-20230913-9238,Cheeseburger,Onion,0.02,kg,8.45
2023-09-13,ORD-20230913-8581,Caesar Salad,Lettuce,0.5,head,36.5
2023-09-13,ORD-20230913-8581,Caesar Salad,Tomatoes,0.2,kg,6.65
2023-09-13,ORD-20230913-8581,Caesar Salad,Mozzarella Cheese,0.05,kg,5.75
2023-09-13,ORD-20230913-1477,Cheeseburger,Burger Bun,1,piece,54
2023-09-13,ORD-20230913-1477,Cheeseburger,Burger Patty,1,piece,44
2023-09-13,ORD-20230913-1477,Cheeseburger,Mozzarella Cheese,0.05,kg,5.7
2023-09-13,ORD-20230913-1477,Cheeseburger,Lettuce,0.1,head,36.4
2023-09-13,ORD-20230913-1477,Cheeseburger,Tomatoes,0.05,kg,6.6
2023-09-13,ORD-20230913-1477,Cheeseburger,Onion,0.02,kg,8.43
2023-09-13,ORD-20230913-6818,Margherita Pizza,Pizza Dough,1,ball,30
2023-09-13,ORD-20230913-6818,Margherita Pizza,Tomato Sauce,0.2,liter,14.05
2023-09-13,ORD-20230913-6818,Margherita Pizza,Mozzarella Cheese,0.25,kg,5.45
2023-09-13,ORD-20230913-5853,Cheeseburger,Burger Bun,1,piece,53
2023-09-13,ORD-20230913-5853,Cheeseburger,Burger Patty,1,piece,43
2023-09-13,ORD-20230913-5853,Cheeseburger,Mozzarella Cheese,0.05,kg,5.4
2023-09-13,ORD-20230913-5853,Cheeseburger,Lettuce,0.1,head,36.3
2023-09-13,ORD-20230913-5853,Cheeseburger,Tomatoes,0.05,kg,6.55
2023-09-13,ORD-20230913-5853,Cheeseburger,Onion,0.02,kg,8.41
2023-09-13,ORD-20230913-8361,Margherita Pizza,Pizza Dough,1,ball,29
2023-09-13,ORD-20230913-8361,Margherita Pizza,Tomato Sauce,0.2,liter,13.85
2023-09-13,ORD-20230913-8361,Margherita Pizza,Mozzarella Cheese,0.25,kg,5.15
2023-09-13,ORD-20230913-5203,Pepperoni Pizza,Pizza Dough,1,ball,28
2023-09-13,ORD-20230913-5203,Pepperoni Pizza,Tomato Sauce,0.2,liter,13.65
2023-09-13,ORD-20230913-5203,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,4.95
2023-09-13,ORD-20230913-5203,Pepperoni Pizza,Pepperoni,0.1,kg,12.6
2023-09-13,ORD-20230913-9847,Caesar Salad,Lettuce,0.5,head,35.8
2023-09-13,ORD-20230913-9847,Caesar Salad,Tomatoes,0.2,kg,6.35
2023-09-13,ORD-20230913-9847,Caesar Salad,Mozzarella Cheese,0.05,kg,4.9
2023-09-13,ORD-20230913-1277,Margherita Pizza,Pizza Dough,1,ball,27
2023-09-13,ORD-20230913-1277,Margherita Pizza,Tomato Sauce,0.2,liter,13.45
2023-09-13,ORD-20230913-1277,Margherita Pizza,Mozzarella Cheese,0.25,kg,4.65
2023-09-13,ORD-20230913-4070,Caesar Salad,Lettuce,0.5,head,35.3
2023-09-13,ORD-20230913-4070,Caesar Salad,Tomatoes,0.2,kg,6.15
2023-09-13,ORD-20230913-4070,Caesar Salad,Mozzarella Cheese,0.05,kg,4.6
2023-09-13,ORD-20230913-9412,Pepperoni Pizza,Pizza Dough,1,ball,26
2023-09-13,ORD-20230913-9412,Pepperoni Pizza,Tomato Sauce,0.2,liter,13.25
2023-09-13,ORD-20230913-9412,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,4.4
2023-09-13,ORD-20230913-9412,Pepperoni Pizza,Pepperoni,0.1,kg,12.5
2023-09-13,ORD-20230913-9226,Cheeseburger,Burger Bun,1,piece,52
2023-09-13,ORD-20230913-9226,Cheeseburger,Burger Patty,1,piece,42
2023-09-13,ORD-20230913-9226,Cheeseburger,Mozzarella Cheese,0.05,kg,4.35
2023-09-13,ORD-20230913-9226,Cheeseburger,Lettuce,0.1,head,35.2
2023-09-13,ORD-20230913-9226,Cheeseburger,Tomatoes,0.05,kg,6.1
2023-09-13,ORD-20230913-9226,Cheeseburger,Onion,0.02,kg,8.39
2023-09-13,ORD-20230913-5960,Spaghetti Bolognese,Pasta,0.2,kg,12.2
2023-09-13,ORD-20230913-5960,Spaghetti Bolognese,Tomato Sauce,0.15,liter,13.1
2023-09-13,ORD-20230913-5960,Spaghetti Bolognese,Ground Beef,0.15,kg,27.9
2023-09-13,ORD-20230913-5960,Spaghetti Bolognese,Onion,0.05,kg,8.34
2023-09-13,ORD-20230913-7883,Caesar Salad,Lettuce,0.5,head,34.7
2023-09-13,ORD-20230913-7883,Caesar Salad,Tomatoes,0.2,kg,5.9
2023-09-13,ORD-20230913-7883,Caesar Salad,Mozzarella Cheese,0.05,kg,4.3
2023-09-13,ORD-20230913-9340,Spaghetti Bolognese,Pasta,0.2,kg,12.0
2023-09-13,ORD-20230913-9340,Spaghetti Bolognese,Tomato Sauce,0.15,liter,12.95
2023-09-13,ORD-20230913-9340,Spaghetti Bolognese,Ground Beef,0.15,kg,27.75
2023-09-13,ORD-20230913-9340,Spaghetti Bolognese,Onion,0.05,kg,8.29
2023-09-13,ORD-20230913-2075,Caesar Salad,Lettuce,0.5,head,34.2
2023-09-13,ORD-20230913-2075,Caesar Salad,Tomatoes,0.2,kg,5.7
2023-09-13,ORD-20230913-2075,Caesar Salad,Mozzarella Cheese,0.05,kg,4.25
2023-09-13,ORD-20230913-9088,Spaghetti Bolognese,Pasta,0.2,kg,11.8
2023-09-13,ORD-20230913-9088,Spaghetti Bolognese,Tomato Sauce,0.15,liter,12.8
2023-09-13,ORD-20230913-9088,Spaghetti Bolognese,Ground Beef,0.15,kg,27.6
2023-09-13,ORD-20230913-9088,Spaghetti Bolognese,Onion,0.05,kg,8.24
2023-09-13,ORD-20230913-5384,Margherita Pizza,Pizza Dough,1,ball,25
2023-09-13,ORD-20230913-5384,Margherita Pizza,Tomato Sauce,0.2,liter,12.6
2023-09-13,ORD-20230913-5384,Margherita Pizza,Mozzarella Cheese,0.25,kg,4.0
2023-09-13,ORD-20230913-8853,Cheeseburger,Burger Bun,1,piece,51
2023-09-13,ORD-20230913-8853,Cheeseburger,Burger Patty,1,piece,41
2023-09-13,ORD-20230913-8853,Cheeseburger,Mozzarella Cheese,0.05,kg,3.95
2023-09-13,ORD-20230913-8853,Cheeseburger,Lettuce,0.1,head,34.1
2023-09-13,ORD-20230913-8853,Cheeseburger,Tomatoes,0.05,kg,5.65
2023-09-13,ORD-20230913-8853,Cheeseburger,Onion,0.02,kg,8.22
2023-09-13,ORD-20230913-6594,Spaghetti Bolognese,Pasta,0.2,kg,11.6
2023-09-13,ORD-20230913-6594,Spaghetti Bolognese,Tomato Sauce,0.15,liter,12.45
2023-09-13,ORD-20230913-6594,Spaghetti Bolognese,Ground Beef,0.15,kg,27.45
2023-09-13,ORD-20230913-6594,Spaghetti Bolognese,Onion,0.05,kg,8.17
2023-09-14,ORD-20230914-2325,Spaghetti Bolognese,Pasta,0.2,kg,11.4
2023-09-14,ORD-20230914-2325,Spaghetti Bolognese,Tomato Sauce,0.15,liter,12.3
2023-09-14,ORD-20230914-2325,Spaghetti Bolognese,Ground Beef,0.15,kg,27.3
2023-09-14,ORD-20230914-2325,Spaghetti Bolognese,Onion,0.05,kg,8.12
2023-09-14,ORD-20230914-9156,Caesar Salad,Lettuce,0.5,head,33.6
2023-09-14,ORD-20230914-9156,Caesar Salad,Tomatoes,0.2,kg,5.45
2023-09-14,ORD-20230914-9156,Caesar Salad,Mozzarella Cheese,0.05,kg,18.9
2023-09-14,ORD-20230914-5362,Pepperoni Pizza,Pizza Dough,1,ball,24
2023-09-14,ORD-20230914-5362,Pepperoni Pizza,Tomato Sauce,0.2,liter,12.1
2023-09-14,ORD-20230914-5362,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,18.7
2023-09-14,ORD-20230914-5362,Pepperoni Pizza,Pepperoni,0.1,kg,12.4
2023-09-14,ORD-20230914-4465,Caesar Salad,Lettuce,0.5,head,33.1
2023-09-14,ORD-20230914-4465,Caesar Salad,Tomatoes,0.2,kg,5.25
2023-09-14,ORD-20230914-4465,Caesar Salad,Mozzarella Cheese,0.05,kg,18.65
2023-09-14,ORD-20230914-8350,Cheeseburger,Burger Bun,1,piece,50
2023-09-14,ORD-20230914-8350,Cheeseburger,Burger Patty,1,piece,40
2023-09-14,ORD-20230914-8350,Cheeseburger,Mozzarella Cheese,0.05,kg,18.6
2023-09-14,ORD-20230914-8350,Cheeseburger,Lettuce,0.1,head,33.0
2023-09-14,ORD-20230914-8350,Cheeseburger,Tomatoes,0.05,kg,5.2
2023-09-14,ORD-20230914-8350,Cheeseburger,Onion,0.02,kg,8.1
2023-09-14,ORD-20230914-5048,Pepperoni Pizza,Pizza Dough,1,ball,23
2023-09-14,ORD-20230914-5048,Pepperoni Pizza,Tomato Sauce,0.2,liter,11.9
2023-09-14,ORD-20230914-5048,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,18.4
2023-09-14,ORD-20230914-5048,Pepperoni Pizza,Pepperoni,0.1,kg,12.3
2023-09-14,ORD-20230914-7292,Spaghetti Bolognese,Pasta,0.2,kg,11.2
2023-09-14,ORD-20230914-7292,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.75
2023-09-14,ORD-20230914-7292,Spaghetti Bolognese,Ground Beef,0.15,kg,27.15
2023-09-14,ORD-20230914-7292,Spaghetti Bolognese,Onion,0.05,kg,8.05
2023-09-14,ORD-20230914-4957,Cheeseburger,Burger Bun,1,piece,49
2023-09-14,ORD-20230914-4957,Cheeseburger,Burger Patty,1,piece,39
2023-09-14,ORD-20230914-4957,Cheeseburger,Mozzarella Cheese,0.05,kg,18.35
2023-09-14,ORD-20230914-4957,Cheeseburger,Lettuce,0.1,head,32.9
2023-09-14,ORD-20230914-4957,Cheeseburger,Tomatoes,0.05,kg,5.15
2023-09-14,ORD-20230914-4957,Cheeseburger,Onion,0.02,kg,8.03
2023-09-14,ORD-20230914-5988,Caesar Salad,Lettuce,0.5,head,32.4
2023-09-14,ORD-20230914-5988,Caesar Salad,Tomatoes,0.2,kg,4.95
2023-09-14,ORD-20230914-5988,Caesar Salad,Mozzarella Cheese,0.05,kg,18.3
2023-09-14,ORD-20230914-8411,Margherita Pizza,Pizza Dough,1,ball,22
2023-09-14,ORD-20230914-8411,Margherita Pizza,Tomato Sauce,0.2,liter,11.55
2023-09-14,ORD-20230914-8411,Margherita Pizza,Mozzarella Cheese,0.25,kg,18.05
2023-09-14,ORD-20230914-8403,Spaghetti Bolognese,Pasta,0.2,kg,11.0
2023-09-14,ORD-20230914-8403,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.4
2023-09-14,ORD-20230914-8403,Spaghetti Bolognese,Ground Beef,0.15,kg,27.0
2023-09-14,ORD-20230914-8403,Spaghetti Bolognese,Onion,0.05,kg,7.98
2023-09-14,ORD-20230914-3767,Caesar Salad,Lettuce,0.5,head,31.9
2023-09-14,ORD-20230914-3767,Caesar Salad,Tomatoes,0.2,kg,4.75
2023-09-14,ORD-20230914-3767,Caesar Salad,Mozzarella Cheese,0.05,kg,18.0
2023-09-14,ORD-20230914-3459,Margherita Pizza,Pizza Dough,1,ball,21
2023-09-14,ORD-20230914-3459,Margherita Pizza,Tomato Sauce,0.2,liter,11.2
2023-09-14,ORD-20230914-3459,Margherita Pizza,Mozzarella Cheese,0.25,kg,17.75
2023-09-14,ORD-20230914-3727,Margherita Pizza,Pizza Dough,1,ball,20
2023-09-14,ORD-20230914-3727,Margherita Pizza,Tomato Sauce,0.2,liter,11.0
2023-09-14,ORD-20230914-3727,Margherita Pizza,Mozzarella Cheese,0.25,kg,17.5
2023-09-14,ORD-20230914-4705,Margherita Pizza,Pizza Dough,1,ball,19
2023-09-14,ORD-20230914-4705,Margherita Pizza,Tomato Sauce,0.2,liter,10.8
2023-09-14,ORD-20230914-4705,Margherita Pizza,Mozzarella Cheese,0.25,kg,17.25
2023-09-14,ORD-20230914-6731,Margherita Pizza,Pizza Dough,1,ball,18
2023-09-14,ORD-20230914-6731,Margherita Pizza,Tomato Sauce,0.2,liter,10.6
2023-09-14,ORD-20230914-6731,Margherita Pizza,Mozzarella Cheese,0.25,kg,17.0
2023-09-14,ORD-20230914-3656,Spaghetti Bolognese,Pasta,0.2,kg,10.8
2023-09-14,ORD-20230914-3656,Spaghetti Bolognese,Tomato Sauce,0.15,liter,10.45
2023-09-14,ORD-20230914-3656,Spaghetti Bolognese,Ground Beef,0.15,kg,26.85
2023-09-14,ORD-20230914-3656,Spaghetti Bolognese,Onion,0.05,kg,7.93
2023-09-14,ORD-20230914-6942,Margherita Pizza,Pizza Dough,1,ball,17
2023-09-14,ORD-20230914-6942,Margherita Pizza,Tomato Sauce,0.2,liter,10.25
2023-09-14,ORD-20230914-6942,Margherita Pizza,Mozzarella Cheese,0.25,kg,16.75
2023-09-14,ORD-20230914-9493,Caesar Salad,Lettuce,0.5,head,31.4
2023-09-14,ORD-20230914-9493,Caesar Salad,Tomatoes,0.2,kg,4.55
2023-09-14,ORD-20230914-9493,Caesar Salad,Mozzarella Cheese,0.05,kg,16.7
2023-09-14,ORD-20230914-8148,Caesar Salad,Lettuce,0.5,head,30.9
2023-09-14,ORD-20230914-8148,Caesar Salad,Tomatoes,0.2,kg,4.35
2023-09-14,ORD-20230914-8148,Caesar Salad,Mozzarella Cheese,0.05,kg,16.65
2023-09-14,ORD-20230914-3095,Margherita Pizza,Pizza Dough,1,ball,16
2023-09-14,ORD-20230914-3095,Margherita Pizza,Tomato Sauce,0.2,liter,10.05
